Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value,Weights
22,31.152319,8.811963,0.9802304903666178,0.010533731683524797,dataset_snu_cell_02_n,46.360348,dataset_snu_cell_02_n,0.9588826894760132,[ 0.5709361  -0.01145299  0.03277134  0.34816852]
23,20.163252,6.901141,0.9907416999340057,0.008107386927525903,dataset_snu_cell_07_f,34.457592,dataset_snu_cell_07_f,0.9731162786483765,[ 0.7353599  -0.03197734 -0.03857854  0.32251468]
24,24.295977,2.4437406,0.9892561733722687,0.001940850029955644,dataset_snu_cell_01_n,27.781527,dataset_snu_cell_01_n,0.9857431054115295,[0. 0. 0. 1.]
25,23.348885,7.0041275,0.9884834885597229,0.00837967934452872,dataset_snu_cell_05_n,36.545403,dataset_snu_cell_05_n,0.9706533551216125,[ 0.6116897   0.10361932 -0.05163319  0.30601314]
26,25.265276,12.218456,0.9859580596288046,0.01288032497644798,dataset_snu_cell_03_n,47.247795,dataset_snu_cell_03_n,0.9608317613601685,[ 0.7598512  -0.08696204  0.02060068  0.31133756]
27,24.571589,4.7762904,0.9885428051153818,0.004552922564273293,dataset_snu_cell_11_n,32.056847,dataset_snu_cell_11_n,0.9805863499641418,[1. 0. 0. 0.]
28,33.835278,12.822907,0.9724828203519186,0.02381783571068677,dataset_snu_cell_05_f,54.58164,dataset_snu_cell_05_f,0.9327301979064941,[0. 0. 0. 1.]
29,23.813644,8.965089,0.9880539774894714,0.008993266813127829,dataset_snu_cell_04_n,40.421673,dataset_snu_cell_04_n,0.9707690477371216,[ 0.59981143 -0.00230121  0.10401724  0.28092426]
30,26.56543,14.019252,0.981392115354538,0.024137734863172455,dataset_snu_cell_05_n,57.420322,dataset_snu_cell_05_n,0.927552342414856,[1. 0. 0. 0.]
31,29.077246,7.3576064,0.9828698138395945,0.008106959825032355,dataset_snu_cell_07_n,37.178234,dataset_snu_cell_05_f,0.9713704586029053,[0.4770618  0.00553973 0.11769278 0.36870492]
32,21.147564,3.404509,0.9915296137332916,0.0025354519293895967,dataset_snu_cell_03_f,26.10885,dataset_snu_cell_13_f,0.988806426525116,[ 0.71641076 -0.04777028 -0.02342018  0.367084  ]
33,23.971863,5.9630475,0.9891748229662577,0.004535200723484257,dataset_snu_cell_03_f,33.719177,dataset_snu_cell_03_f,0.9815094470977783,[1. 0. 0. 0.]
34,29.15832,15.273885,0.9756905833880106,0.028485986345382425,dataset_snu_cell_15_n,58.45353,dataset_snu_cell_15_n,0.9156008362770081,[1. 0. 0. 0.]
35,31.061804,13.130256,0.9771249294281006,0.02212580487462568,dataset_snu_cell_05_n,56.62971,dataset_snu_cell_05_n,0.9295336008071899,[0.54868656 0.00341506 0.06620707 0.40853748]
36,18.23765,2.2815409,0.9937277038892111,0.0014917083342569375,dataset_snu_cell_06_f,23.143545,dataset_snu_cell_06_f,0.9906020760536194,[ 0.56945246 -0.05653628  0.02542729  0.4571134 ]
37,27.98748,13.35887,0.9801411728064219,0.022843139710350936,dataset_snu_cell_05_n,56.605206,dataset_snu_cell_05_n,0.9295945763587952,[1. 0. 0. 0.]
38,21.940016,6.453783,0.9904798467954,0.005546704931993039,dataset_snu_cell_04_n,33.768864,dataset_snu_cell_04_n,0.9795992374420166,[ 0.7156806   0.04152529 -0.09938809  0.33814552]
39,24.053864,14.9822855,0.9817059834798177,0.028301112567084206,dataset_snu_cell_15_n,57.463936,dataset_snu_cell_15_n,0.9184343218803406,[ 0.60095763 -0.11798486  0.13972059  0.3688553 ]
40,22.480795,12.065597,0.9884973565737406,0.013596864195442775,dataset_snu_cell_03_n,48.775585,dataset_snu_cell_03_n,0.9582577347755432,[ 0.6370434  -0.06900883  0.00294652  0.42651424]
41,34.744267,13.29224,0.97136190533638,0.02456238426321485,dataset_snu_cell_05_f,55.22023,dataset_snu_cell_05_f,0.9311469197273254,[0. 0. 0. 1.]
42,25.94458,11.433266,0.9855134089787801,0.01347353473328821,dataset_snu_cell_03_n,50.143764,dataset_snu_cell_03_n,0.9558831453323364,[1. 0. 0. 0.]
43,21.22673,9.008391,0.9893568952878317,0.010269546486336366,dataset_snu_cell_07_f,37.73692,dataset_snu_cell_07_f,0.9677557349205017,[ 0.59657973 -0.01565036 -0.01463393  0.44844648]
44,34.392155,16.407997,0.972457766532898,0.0217513266428337,dataset_snu_cell_02_n,56.167084,dataset_snu_cell_02_n,0.9396474957466125,[ 0.62570214 -0.00754455  0.0534807   0.31407213]
45,26.62562,4.356201,0.9870503048102061,0.0038156521713721297,dataset_snu_cell_03_f,35.936234,dataset_snu_cell_03_f,0.9789980053901672,[0. 0. 0. 1.]
46,33.711323,12.625313,0.9728078643480936,0.020073636357175403,dataset_snu_cell_15_n,48.55716,dataset_snu_cell_15_n,0.9417597651481628,[1. 0. 0. 0.]
47,28.1201,12.096874,0.979359378417333,0.023050464903988148,dataset_snu_cell_15_n,53.869522,dataset_snu_cell_15_n,0.9283192157745361,[ 0.5995524  -0.06959907  0.01926673  0.40860596]
48,28.781069,11.178802,0.9828112522761027,0.01332647103765717,dataset_snu_cell_03_n,50.491024,dataset_snu_cell_03_n,0.955269992351532,[1. 0. 0. 0.]
49,22.679613,1.9111537,0.9905729194482168,0.0018142621203531618,dataset_snu_cell_16_f,24.503275,dataset_snu_cell_16_f,0.9885715246200562,[1. 0. 0. 0.]
50,24.494156,11.380533,0.9868155121803284,0.012228485640851435,dataset_snu_cell_03_n,47.136528,dataset_snu_cell_03_n,0.961016058921814,[0.65036255 0.01442216 0.03828247 0.30262503]
51,20.087473,5.807067,0.9920843342940012,0.004051162294428165,dataset_snu_cell_04_n,28.78843,dataset_snu_cell_04_n,0.9851731061935425,[ 0.71469903  0.05791324 -0.03945744  0.27921373]
52,34.07834,18.074871,0.9656410117944082,0.03526904320053137,dataset_snu_cell_15_n,64.80862,dataset_snu_cell_15_n,0.8962514400482178,[ 0.5705176  -0.03935542  0.01223816  0.45554197]
53,32.207783,15.630638,0.971940149863561,0.02704387838438797,dataset_snu_cell_15_n,57.488377,dataset_snu_cell_15_n,0.918364942073822,[ 0.4953776  -0.09516575  0.18269818  0.41693673]
54,23.864464,13.986212,0.9827270408471426,0.02525372153518603,dataset_snu_cell_15_n,54.5951,dataset_snu_cell_15_n,0.9263752102851868,[ 0.598051   -0.05796317  0.06759819  0.37993768]
55,21.811884,4.0558558,0.9907278021176656,0.003988374547927394,dataset_snu_cell_06_n,29.604986,dataset_snu_cell_06_n,0.9823983907699585,[ 0.6301579   0.05939546 -0.01112282  0.35246554]
56,24.112091,3.699997,0.9891052146752676,0.0033208783021839027,dataset_snu_cell_11_n,30.08713,dataset_snu_cell_11_n,0.9828987717628479,[ 0.5472108   0.13291535 -0.01836622  0.35564584]
57,33.487797,14.515108,0.9722105065981547,0.022634544893886922,dataset_snu_cell_03_n,53.189255,dataset_snu_cell_15_n,0.9342150688171387,[ 0.4797986   0.17824034 -0.0678274   0.39151663]
58,38.954178,9.224273,0.9682333866755167,0.018823189223958578,dataset_snu_cell_05_f,53.31585,dataset_snu_cell_05_f,0.9358140826225281,[0. 0. 0. 1.]
59,25.922728,11.018118,0.9835776289304098,0.016815832388798135,dataset_snu_cell_05_n,49.28517,dataset_snu_cell_05_n,0.9466264843940735,[1. 0. 0. 0.]
60,24.349815,10.551057,0.9857084453105927,0.015109802601104495,dataset_snu_cell_05_f,45.752373,dataset_snu_cell_05_f,0.9527333974838257,[ 0.7410255   0.06635133 -0.18871441  0.39017913]
61,30.387499,6.115075,0.981523871421814,0.008933684813469253,dataset_snu_cell_07_f,40.002613,dataset_snu_cell_07_f,0.9637677073478699,[0. 0. 0. 1.]
62,24.807379,4.447311,0.9883030553658804,0.003693180435939537,dataset_snu_cell_02_f,34.066505,dataset_snu_cell_02_f,0.981126606464386,[0. 0. 0. 1.]
63,25.142563,11.159657,0.9856215020020803,0.012441188104123273,dataset_snu_cell_03_n,44.83232,dataset_snu_cell_03_n,0.9647342562675476,[ 0.6903793  -0.06649327  0.05854764  0.32441622]
64,33.846607,12.264351,0.9748427073160807,0.016372125363602354,dataset_snu_cell_03_n,50.465008,dataset_snu_cell_05_n,0.9548582434654236,[ 0.520792   -0.07823943  0.10036244  0.44252247]
65,27.09201,13.303978,0.9834699928760529,0.016165100955329473,dataset_snu_cell_03_n,53.452824,dataset_snu_cell_03_n,0.9498683214187622,[1. 0. 0. 0.]
66,34.711426,10.505048,0.9732679824034373,0.01919926700290708,dataset_snu_cell_15_n,51.465286,dataset_snu_cell_15_n,0.9345747232437134,[ 0.3737188  -0.01659931  0.1948034   0.42238525]
67,21.463228,9.160013,0.9887178738911947,0.012542518282606344,dataset_snu_cell_07_f,41.604733,dataset_snu_cell_07_f,0.9608073234558105,[ 0.7019936  -0.10968512  0.09241541  0.34342057]
68,21.751078,3.0034552,0.9916959305604299,0.001890640015291177,dataset_snu_cell_04_f,24.575214,dataset_snu_cell_04_f,0.989801824092865,[ 0.6864358  -0.03943901  0.00525276  0.3357893 ]
69,21.724115,1.7662941,0.9910512467225393,0.001741218649153932,dataset_snu_cell_08_n,24.87952,dataset_snu_cell_08_n,0.9881582856178284,[0. 0. 0. 1.]
70,30.31571,10.063393,0.9820749163627625,0.012810887768561178,dataset_snu_cell_03_n,51.031178,dataset_snu_cell_03_n,0.9543077945709229,[1. 0. 0. 0.]
71,33.651257,13.170425,0.9724096159140269,0.022856995632111847,dataset_snu_cell_05_n,54.790367,dataset_snu_cell_05_n,0.9340368509292603,[1. 0. 0. 0.]
72,29.65029,16.766714,0.9738577504952749,0.03151974002686959,dataset_snu_cell_15_n,61.573215,dataset_snu_cell_15_n,0.906351625919342,[ 0.52069736  0.04460629 -0.00196433  0.42856154]
73,30.502607,8.4001465,0.9800900220870972,0.014066224660167442,dataset_snu_cell_05_f,47.333736,dataset_snu_cell_05_f,0.949409544467926,[0. 0. 0. 1.]
74,24.542574,9.408239,0.9875606497128805,0.010218021153755738,dataset_snu_cell_03_n,44.32581,dataset_snu_cell_03_n,0.9655265808105469,[ 0.5376376   0.13453893 -0.03337969  0.37398827]
75,28.880554,4.3571963,0.9850610097249349,0.003980002330151654,dataset_snu_cell_02_f,37.766792,dataset_snu_cell_02_f,0.9768038392066956,[0. 0. 0. 1.]
76,29.120834,6.0623913,0.9836264749368032,0.007808277835475362,dataset_snu_cell_04_n,37.616753,dataset_snu_cell_05_n,0.9713243246078491,[ 0.6286522  -0.08633456  0.06022583  0.3679488 ]
77,25.301346,10.680835,0.984887977441152,0.013951387140453332,dataset_snu_cell_05_n,44.953373,dataset_snu_cell_05_n,0.9555964469909668,[1. 0. 0. 0.]
78,31.696274,9.044102,0.979097843170166,0.014800191234896285,dataset_snu_cell_05_f,47.944942,dataset_snu_cell_05_f,0.9480946063995361,[0. 0. 0. 1.]
79,31.983576,18.781034,0.971101721127828,0.039294099219608844,dataset_snu_cell_05_n,72.692474,dataset_snu_cell_05_n,0.883889377117157,[0. 0. 0. 1.]
80,28.26181,15.140931,0.979765921831131,0.02094918982369098,dataset_snu_cell_05_n,51.676296,dataset_snu_cell_05_n,0.9413219094276428,[ 0.6488189   0.04758384 -0.05804725  0.3652549 ]
81,23.223928,2.2367504,0.9899331430594126,0.001966590585231829,dataset_snu_cell_01_n,27.091982,dataset_snu_cell_01_n,0.9864420890808105,[0. 0. 0. 1.]
82,23.051794,8.176603,0.9893755118052164,0.007123191903202478,dataset_snu_cell_04_n,36.265713,dataset_snu_cell_04_n,0.9764708280563354,[ 0.49696168  0.21478179 -0.00886908  0.28596422]
83,23.850153,2.9107292,0.9891346196333567,0.0025447706231013062,dataset_snu_cell_16_f,27.481277,dataset_snu_cell_16_f,0.9856247901916504,[ 0.64755434  0.10811165 -0.07650959  0.29925117]
84,38.662212,10.378117,0.9673474828402201,0.024366385868540293,dataset_snu_cell_15_n,58.57577,dataset_snu_cell_15_n,0.9152474999427795,[0. 1. 0. 0.]
85,28.832567,10.042884,0.9833082358042399,0.012802872904429,dataset_snu_cell_03_n,50.622925,dataset_snu_cell_03_n,0.9550359845161438,[0. 0. 0. 1.]
86,25.08062,1.8604738,0.9885375201702118,0.0017164154462988835,dataset_snu_cell_01_n,28.267263,dataset_snu_cell_01_n,0.9852402210235596,[0. 0. 0. 1.]
87,18.926748,4.779231,0.9933297534783682,0.0028263658685511515,dataset_snu_cell_02_f,25.663723,dataset_snu_cell_02_f,0.989288866519928,[ 0.78328085 -0.02430088  0.03859771  0.19475737]
88,26.418808,14.414815,0.9804769853750864,0.024491873010999372,dataset_snu_cell_15_n,54.25532,dataset_snu_cell_15_n,0.927288830280304,[ 0.55384034 -0.0310389   0.10691885  0.35086536]
89,24.22563,4.7956777,0.9888824125130972,0.003947973275552124,dataset_snu_cell_03_f,34.739414,dataset_snu_cell_03_f,0.9803736209869385,[0. 0. 0. 1.]
90,23.855562,9.486238,0.9866539041201273,0.011740983860555498,dataset_snu_cell_05_f,40.75809,dataset_snu_cell_05_f,0.9624893665313721,[ 0.73012763  0.0457769  -0.13255899  0.36241132]
91,23.317743,6.7587495,0.9881869653860728,0.0081709977873798,dataset_snu_cell_05_n,35.6678,dataset_snu_cell_05_n,0.9720458984375,[0.56268984 0.04413766 0.05336374 0.31675896]
92,26.198915,10.888823,0.9850468635559082,0.01131388740265084,dataset_snu_cell_03_n,42.29256,dataset_snu_cell_03_n,0.9686166644096375,[ 0.54951984 -0.03611299  0.14900537  0.35446635]
93,22.912035,2.4826634,0.9904241263866425,0.0018891492399378007,dataset_snu_cell_08_f,26.508055,dataset_snu_cell_08_f,0.9875509142875671,[1. 0. 0. 0.]
94,34.41164,15.095153,0.9696333010991415,0.02837806924796242,dataset_snu_cell_05_f,59.118305,dataset_snu_cell_05_f,0.9210829138755798,[0. 0. 0. 1.]
95,26.313711,12.015182,0.9828271965185801,0.019516822380414127,dataset_snu_cell_05_n,52.4824,dataset_snu_cell_05_n,0.9394769668579102,[1. 0. 0. 0.]
96,26.370642,1.0503284,0.9871163368225098,0.0012713056240196286,dataset_snu_cell_11_n,28.210981,dataset_snu_cell_11_n,0.9849650859832764,[0. 0. 0. 1.]
97,31.010569,11.108201,0.9804204603036245,0.013982970502489428,dataset_snu_cell_03_n,52.08664,dataset_snu_cell_03_n,0.9523981809616089,[0. 0. 0. 1.]
98,27.966652,12.480199,0.9833714067935944,0.01497447834907163,dataset_snu_cell_03_n,52.572903,dataset_snu_cell_03_n,0.9515052437782288,[1. 0. 0. 0.]
99,24.624481,8.469531,0.9875002404054006,0.007900331887456495,dataset_snu_cell_03_n,40.151783,dataset_snu_cell_03_n,0.9717134237289429,[ 0.5126897   0.19315358 -0.05698974  0.37363017]
