Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value
0,33.140316,13.049822,0.9764561851819357,0.016429519537523495,dataset_snu_cell_03_n,51.393658,dataset_snu_cell_03_n,0.9504753947257996
1,31.778152,11.881654,0.9757457077503204,0.01899791123936421,dataset_snu_cell_04_n,48.847126,dataset_snu_cell_07_f,0.9443996548652649
2,33.884045,10.855063,0.9722200334072113,0.021305404891936212,dataset_snu_cell_07_f,54.18412,dataset_snu_cell_07_f,0.9283047914505005
3,34.1656,13.159413,0.9736218750476837,0.0189203367683202,dataset_snu_cell_03_n,54.055202,dataset_snu_cell_03_n,0.9452130794525146
4,27.85203,11.511856,0.9785052239894867,0.024099824145161403,dataset_snu_cell_15_n,52.949116,dataset_snu_cell_15_n,0.9250537157058716
5,33.747463,14.393121,0.9710191984971365,0.027739510790991434,dataset_snu_cell_05_n,60.685925,dataset_snu_cell_05_n,0.9128237962722778
6,37.082157,13.134736,0.9708149433135986,0.0159418600115792,dataset_snu_cell_03_n,50.241608,dataset_snu_cell_03_n,0.9526708126068115
7,30.339262,10.596851,0.9781700372695923,0.016595829044923356,dataset_snu_cell_07_f,47.08049,dataset_snu_cell_07_f,0.9458712339401245
8,26.183065,8.387004,0.9850581685702006,0.011789841114789165,dataset_snu_cell_02_n,44.838787,dataset_snu_cell_02_n,0.9587744474411011
9,45.939835,15.498997,0.9466640055179596,0.04000842982716355,dataset_snu_cell_15_n,70.076805,dataset_snu_cell_15_n,0.8687252402305603
10,44.354443,26.889612,0.9367369512716929,0.07082831415770098,dataset_snu_cell_05_f,85.658455,dataset_snu_cell_05_f,0.8213313221931458
11,36.59936,11.228176,0.9683777193228403,0.021843510173241074,dataset_snu_cell_07_f,55.083138,dataset_snu_cell_07_f,0.9259059429168701
12,41.467617,11.178002,0.9583735565344492,0.026267547784257893,dataset_snu_cell_07_f,59.573326,dataset_snu_cell_07_f,0.9133337736129761
13,39.92624,17.6468,0.9582511981328329,0.03945021612115682,dataset_snu_cell_15_n,65.26634,dataset_snu_cell_15_n,0.8861294984817505
14,27.436953,8.9083605,0.9836568931738535,0.009188986549855187,dataset_snu_cell_02_f,44.227886,dataset_snu_cell_02_f,0.9660900235176086
15,32.59304,10.550292,0.9735328455766042,0.021714185158921095,dataset_snu_cell_15_n,51.686523,dataset_snu_cell_15_n,0.9285853505134583
16,35.083126,10.0696125,0.9736241002877554,0.015118350205526154,dataset_snu_cell_03_n,52.89966,dataset_snu_cell_03_n,0.9475303888320923
17,30.77683,6.4653716,0.9801327586174011,0.007667662350089299,dataset_snu_cell_04_n,41.64962,dataset_snu_cell_04_n,0.9668141007423401
18,30.7698,6.0696554,0.9808298746744791,0.00721847435454798,dataset_snu_cell_07_n,39.719486,dataset_snu_cell_07_n,0.9692779779434204
19,32.95605,15.67157,0.9694886803627014,0.02870003563958836,dataset_snu_cell_15_n,56.11006,dataset_snu_cell_15_n,0.915838360786438
20,58.68907,46.365913,0.867296169201533,0.1630840652415913,dataset_snu_cell_07_f,127.89194,dataset_snu_cell_07_f,0.6005775928497314
21,34.661633,12.163489,0.9712303479512533,0.024132052463084006,dataset_snu_cell_07_f,57.217613,dataset_snu_cell_07_f,0.9200524091720581
22,37.716984,7.638117,0.9693470696608225,0.011979214953254618,dataset_snu_cell_11_n,46.602715,dataset_snu_cell_11_n,0.956043541431427
23,24.47291,3.6766298,0.9881177941958109,0.0035884239217142057,dataset_snu_cell_06_f,30.810154,dataset_snu_cell_06_f,0.9822012186050415
24,34.680176,11.381721,0.971243679523468,0.01922026701599678,dataset_snu_cell_07_f,51.344162,dataset_snu_cell_07_f,0.9356233477592468
25,24.240183,6.89475,0.988302101691564,0.0067318293402750026,dataset_snu_cell_02_f,38.631603,dataset_snu_cell_02_f,0.9741285443305969
26,26.633781,9.573292,0.9830808440844218,0.01254341537780272,dataset_snu_cell_05_f,40.43223,dataset_snu_cell_05_f,0.9601926207542419
27,27.646505,9.028806,0.9829183916250864,0.012325645900202646,dataset_snu_cell_11_n,46.077072,dataset_snu_cell_11_n,0.9570295214653015
28,34.136204,7.77633,0.9735749761263529,0.016469998149605966,dataset_snu_cell_05_f,50.804604,dataset_snu_cell_05_f,0.9371487498283386
29,29.030481,11.031149,0.979408472776413,0.017578298876463443,dataset_snu_cell_07_f,47.968937,dataset_snu_cell_07_f,0.9438090324401855
30,32.58437,14.642515,0.9756646752357483,0.019936739140676108,dataset_snu_cell_03_n,54.562317,dataset_snu_cell_03_n,0.9441803097724915
31,36.45552,11.863876,0.969745010137558,0.01838383092573027,dataset_snu_cell_03_n,53.86319,dataset_snu_cell_03_n,0.9456015825271606
32,32.00441,16.386763,0.9696699480215708,0.03561225334060981,dataset_snu_cell_15_n,63.093567,dataset_snu_cell_15_n,0.8935850262641907
33,30.683622,10.115069,0.9801021814346313,0.012951896333074257,dataset_snu_cell_03_n,49.077774,dataset_snu_cell_03_n,0.9548381567001343
34,32.51692,5.1379046,0.9787282248338064,0.006892634315081971,dataset_snu_cell_07_n,40.180717,dataset_snu_cell_07_n,0.9685603380203247
35,27.526937,8.131934,0.9845772385597229,0.009209615102940745,dataset_snu_cell_02_f,45.39951,dataset_snu_cell_02_f,0.9642696380615234
36,63.38136,60.07482,0.8150783677895864,0.24937857504620858,dataset_snu_cell_07_f,154.02966,dataset_snu_cell_07_f,0.4206315279006958
37,27.267426,11.189678,0.9826263387997946,0.014625169390875168,dataset_snu_cell_03_n,49.95668,dataset_snu_cell_03_n,0.9532061219215393
38,32.36194,10.593244,0.9760917623837789,0.014981905783175898,dataset_snu_cell_03_n,52.7601,dataset_snu_cell_03_n,0.9478068947792053
39,26.106499,5.9712167,0.9862292309602102,0.006271479743460558,dataset_snu_cell_14_f,34.36149,dataset_snu_cell_14_f,0.9754699468612671
40,31.809572,12.669708,0.9763215680917104,0.01596496930580169,dataset_snu_cell_04_n,46.936825,dataset_snu_cell_07_f,0.9578260183334351
41,31.91554,12.484029,0.9782322347164154,0.017381878801820686,dataset_snu_cell_02_f,58.84287,dataset_snu_cell_02_f,0.9399762749671936
42,37.529667,16.797096,0.9597182869911194,0.039821139560562234,dataset_snu_cell_15_n,67.805626,dataset_snu_cell_15_n,0.8770965337753296
43,28.852354,9.810672,0.9803429245948792,0.014535647369581352,dataset_snu_cell_05_f,43.89068,dataset_snu_cell_05_f,0.9530913829803467
44,22.978098,7.3220935,0.9874435464541117,0.009174071488991357,dataset_snu_cell_05_n,36.548897,dataset_snu_cell_05_n,0.9683793783187866
45,36.948807,14.888328,0.9646296203136444,0.03494145840421469,dataset_snu_cell_05_n,68.871956,dataset_snu_cell_05_n,0.8877187967300415
46,23.31343,4.275883,0.9885965784390768,0.003950914605950134,dataset_snu_cell_13_f,28.84499,dataset_snu_cell_13_f,0.9819625020027161
47,33.143803,12.032243,0.9711755216121674,0.0276675845012886,dataset_snu_cell_15_n,57.5087,dataset_snu_cell_15_n,0.9115903377532959
48,26.59572,12.158068,0.9810423453648885,0.021461467393252606,dataset_snu_cell_05_n,53.040375,dataset_snu_cell_05_n,0.9334059953689575
