Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value
0,29.48377,3.5019264,0.9831992586453756,0.004638946934890518,dataset_snu_cell_12_f,33.59886,dataset_snu_cell_12_f,0.9755271077156067
1,36.9705,17.199667,0.964553306500117,0.03241806696551694,dataset_snu_cell_02_n,67.761536,dataset_snu_cell_02_n,0.9058488607406616
2,36.052784,11.420063,0.9691662589708964,0.019848366380076147,dataset_snu_cell_07_f,52.507557,dataset_snu_cell_07_f,0.932672917842865
3,20.558302,8.486588,0.990310549736023,0.007400287753088904,dataset_snu_cell_03_n,34.91341,dataset_snu_cell_03_n,0.977144718170166
4,51.95633,27.292505,0.9164799551169077,0.11279637055391863,dataset_snu_cell_15_n,111.944954,dataset_snu_cell_15_n,0.6650024652481079
5,32.483234,28.552591,0.9570267001787821,0.07043323552722434,dataset_snu_cell_05_n,91.27422,dataset_snu_cell_05_n,0.8027947545051575
6,26.69902,8.426236,0.9851092199484507,0.008909211098998553,dataset_snu_cell_10_f,40.04496,dataset_snu_cell_10_f,0.9697815775871277
7,25.92748,11.812805,0.9826831420262655,0.016888625288230725,dataset_snu_cell_07_f,45.972023,dataset_snu_cell_07_f,0.9483900666236877
8,54.449665,33.47165,0.9177986681461334,0.11468308816531497,dataset_snu_cell_02_n,128.37544,dataset_snu_cell_02_n,0.6620728969573975
9,45.140263,30.212482,0.9262165327866873,0.10455349781080345,dataset_snu_cell_15_n,105.476814,dataset_snu_cell_15_n,0.702596127986908
10,48.6214,13.664101,0.9429954489072164,0.03832559888368314,dataset_snu_cell_05_f,70.54088,dataset_snu_cell_05_f,0.8788315057754517
11,28.596268,8.842157,0.9806124567985535,0.013585304639174728,dataset_snu_cell_07_f,43.890465,dataset_snu_cell_07_f,0.9529579281806946
12,55.38167,37.349197,0.9036711355050405,0.11174995794909416,dataset_snu_cell_02_n,125.06005,dataset_snu_cell_02_n,0.6793019771575928
13,51.922215,46.856163,0.8890458742777506,0.14820284476554815,dataset_snu_cell_02_n,130.772,dataset_snu_cell_02_n,0.6493380069732666
14,29.944092,9.776421,0.9792554080486298,0.014414934300778455,dataset_snu_cell_06_n,48.01962,dataset_snu_cell_06_n,0.9502787590026855
15,47.016193,27.18367,0.9289723336696625,0.10044169593714852,dataset_snu_cell_15_n,104.94305,dataset_snu_cell_15_n,0.7055985331535339
16,28.908287,8.221268,0.9810623129208883,0.01504005523951472,dataset_snu_cell_07_f,46.044792,dataset_snu_cell_07_f,0.9482265710830688
17,21.004118,6.2754464,0.9902006288369497,0.006605244118721576,dataset_snu_cell_09_n,33.878197,dataset_snu_cell_09_n,0.9759020805358887
18,29.39498,8.127441,0.9821181297302246,0.00878145929695539,dataset_snu_cell_08_f,40.82881,dataset_snu_cell_08_f,0.968428909778595
19,44.351208,31.570059,0.9265464842319489,0.09789321913155538,dataset_snu_cell_15_n,100.0952,dataset_snu_cell_15_n,0.732170045375824
20,34.360416,15.67749,0.9676788250605265,0.029694154730570174,dataset_snu_cell_05_f,58.063343,dataset_snu_cell_05_f,0.917905867099762
21,29.014376,13.272359,0.9776180883248647,0.022689426236675983,dataset_snu_cell_07_f,52.130722,dataset_snu_cell_07_f,0.9336358308792114
22,49.564526,24.342428,0.9308508535226186,0.07212791742362672,dataset_snu_cell_05_n,92.727394,dataset_snu_cell_05_n,0.7964653968811035
23,48.079712,28.351192,0.9377998411655426,0.08240976678099213,dataset_snu_cell_02_n,109.44512,dataset_snu_cell_02_n,0.7543866634368896
24,35.353683,13.176241,0.9695690075556437,0.021112752487392413,dataset_snu_cell_07_f,52.533867,dataset_snu_cell_07_f,0.9326054453849792
25,26.181742,7.9347186,0.9862712919712067,0.007145889434419634,dataset_snu_cell_09_f,34.902187,dataset_snu_cell_09_f,0.9773861169815063
26,19.731997,12.847062,0.9874052007993063,0.018830854532906,dataset_snu_cell_05_f,47.30494,dataset_snu_cell_05_f,0.9455094933509827
27,31.133291,10.907005,0.9782347877820333,0.01295736203267798,dataset_snu_cell_06_n,42.917187,dataset_snu_cell_06_n,0.9602838754653931
28,38.474453,12.163241,0.9649885594844818,0.02322636196473695,dataset_snu_cell_05_f,57.53913,dataset_snu_cell_05_f,0.9193815588951111
29,29.344772,13.062767,0.9780396421750387,0.020430878383720406,dataset_snu_cell_07_f,50.579178,dataset_snu_cell_07_f,0.9375274181365967
30,28.827562,7.240299,0.983645478884379,0.006662463444042434,dataset_snu_cell_04_f,37.13663,dataset_snu_cell_04_f,0.9751453995704651
31,38.672276,8.858255,0.9670084615548452,0.0176679039851819,dataset_snu_cell_05_f,52.85961,dataset_snu_cell_05_f,0.9319612979888916
32,41.27605,30.710077,0.9338707427183787,0.11276294820375088,dataset_snu_cell_15_n,109.05848,dataset_snu_cell_15_n,0.6820553541183472
33,27.230074,9.725769,0.9843405882517496,0.009996130877101432,dataset_snu_cell_10_f,40.895054,dataset_snu_cell_10_f,0.9684849977493286
34,22.486845,7.897308,0.9884493947029114,0.00888355201730148,dataset_snu_cell_06_n,37.096607,dataset_snu_cell_06_n,0.9703262448310852
35,31.773787,6.0063434,0.9797330697377523,0.0077468926470320035,dataset_snu_cell_12_f,39.580605,dataset_snu_cell_12_f,0.966037392616272
36,45.575306,19.891935,0.9422061642011007,0.04909580613427057,dataset_snu_cell_05_f,75.687965,dataset_snu_cell_05_f,0.8605040311813354
37,25.882715,14.117104,0.9807813862959543,0.0239140313114989,dataset_snu_cell_05_f,54.26019,dataset_snu_cell_05_f,0.9283080101013184
38,23.190577,10.928273,0.9856686095396677,0.013584024981303603,dataset_snu_cell_07_f,41.207794,dataset_snu_cell_07_f,0.9585328102111816
39,20.363878,5.234882,0.9917668203512827,0.003798580705735767,dataset_snu_cell_04_f,28.726551,dataset_snu_cell_04_f,0.9851280450820923
40,22.268522,11.964015,0.9855879346529642,0.018822359823927097,dataset_snu_cell_07_f,47.927788,dataset_snu_cell_07_f,0.9439054131507874
41,29.253494,8.912117,0.9812680085500082,0.010440922801313417,dataset_snu_cell_06_n,41.04419,dataset_snu_cell_06_n,0.9636748433113098
42,44.87187,27.16376,0.9319642384847006,0.09066531210483508,dataset_snu_cell_15_n,99.62245,dataset_snu_cell_15_n,0.7346940040588379
43,29.94578,15.772369,0.9749050041039785,0.029907507747349408,dataset_snu_cell_05_f,60.823917,dataset_snu_cell_05_f,0.9099141359329224
44,43.404263,22.238482,0.9469456275304159,0.062326160402711404,dataset_snu_cell_05_n,89.36719,dataset_snu_cell_05_n,0.8109493255615234
45,46.17358,26.109598,0.9363920489947001,0.0739989200429685,dataset_snu_cell_05_n,96.724365,dataset_snu_cell_05_n,0.7785407304763794
46,28.202818,9.279903,0.9813389380772909,0.012120111033464729,dataset_snu_cell_06_n,42.85833,dataset_snu_cell_06_n,0.9603927135467529
47,47.787827,30.927065,0.9193191727002462,0.11206700923304559,dataset_snu_cell_15_n,109.55079,dataset_snu_cell_15_n,0.6791783571243286
48,34.982906,21.968626,0.961767315864563,0.05073820521412315,dataset_snu_cell_05_n,79.38434,dataset_snu_cell_05_n,0.8508264422416687
49,35.537827,12.752547,0.9699984590212504,0.023751093340670913,dataset_snu_cell_05_f,56.450935,dataset_snu_cell_05_f,0.9224020838737488
50,44.65144,29.652716,0.9277586539586385,0.1020239302165145,dataset_snu_cell_15_n,104.63719,dataset_snu_cell_15_n,0.7073121070861816
51,28.21934,10.19653,0.9812810023625692,0.01432042886611544,dataset_snu_cell_07_f,44.213448,dataset_snu_cell_07_f,0.9522630572319031
52,26.547266,7.170931,0.9853022793928782,0.007370634300888623,dataset_snu_cell_11_n,33.796345,dataset_snu_cell_11_n,0.9768825173377991
53,40.291126,28.120007,0.9401571154594421,0.09442307128287679,dataset_snu_cell_15_n,100.44011,dataset_snu_cell_15_n,0.7303211092948914
54,34.60263,31.535408,0.9438926080862681,0.10412881507066102,dataset_snu_cell_15_n,103.89953,dataset_snu_cell_15_n,0.7114242911338806
55,25.569105,10.446806,0.9840310215950012,0.011953235843336638,dataset_snu_cell_06_n,41.38829,dataset_snu_cell_06_n,0.9630631804466248
56,23.881403,8.630251,0.987662136554718,0.008044951944849955,dataset_snu_cell_08_f,35.518677,dataset_snu_cell_08_f,0.9761070609092712
57,38.331966,30.266613,0.9398223559061686,0.10474781298908815,dataset_snu_cell_15_n,104.845055,dataset_snu_cell_15_n,0.706148087978363
58,27.430563,8.131341,0.9842998385429382,0.008429797671698474,dataset_snu_cell_10_f,39.938946,dataset_snu_cell_10_f,0.9699413776397705
59,29.283167,9.167499,0.9796353578567505,0.016804627001361965,dataset_snu_cell_07_f,48.118603,dataset_snu_cell_07_f,0.9434579014778137
60,37.238728,16.270948,0.9617798924446106,0.03373152255251801,dataset_snu_cell_05_f,62.510757,dataset_snu_cell_05_f,0.9048480987548828
61,29.585363,22.683983,0.9688871006170908,0.0498757024632882,dataset_snu_cell_05_n,77.379166,dataset_snu_cell_05_n,0.8582672476768494
62,52.111103,29.375938,0.9129818975925446,0.09380784011432315,dataset_snu_cell_15_n,96.031845,dataset_snu_cell_15_n,0.7534737586975098
63,47.194397,36.687904,0.9274730483690897,0.1180965475644061,dataset_snu_cell_02_n,128.04605,dataset_snu_cell_02_n,0.6638047695159912
64,23.240112,7.007044,0.9882416228453318,0.007649094066815238,dataset_snu_cell_13_f,35.396236,dataset_snu_cell_13_f,0.9728386998176575
65,36.310085,12.61319,0.9681838353474935,0.02368809308137321,dataset_snu_cell_07_f,55.998486,dataset_snu_cell_07_f,0.9234229326248169
66,25.153978,15.732555,0.9807106653849283,0.025495106402006217,dataset_snu_cell_05_f,55.15224,dataset_snu_cell_05_f,0.9259313941001892
67,40.26646,27.176414,0.9428775211175283,0.08912514219771249,dataset_snu_cell_15_n,97.66535,dataset_snu_cell_15_n,0.745015561580658
68,22.362274,10.536965,0.9880746901035309,0.01065150997467623,dataset_snu_cell_10_f,39.786083,dataset_snu_cell_10_f,0.9701710343360901
69,44.35227,22.893951,0.9427445828914642,0.059759700895889445,dataset_snu_cell_05_n,87.46268,dataset_snu_cell_05_n,0.8189212083816528
70,29.306183,8.269371,0.9809355239073435,0.011369662555062264,dataset_snu_cell_06_n,44.125263,dataset_snu_cell_06_n,0.9580164551734924
71,32.41438,8.793143,0.9776959617932638,0.010836627000070655,dataset_snu_cell_10_f,45.425003,dataset_snu_cell_10_f,0.9611164331436157
72,26.79627,5.963096,0.9850612978140513,0.006896882682709456,dataset_snu_cell_12_f,33.279766,dataset_snu_cell_12_f,0.9759897589683533
73,39.42638,18.427488,0.9572795927524567,0.04683299195034708,dataset_snu_cell_05_n,77.63786,dataset_snu_cell_05_n,0.8573179841041565
74,21.036337,8.451556,0.9898520012696584,0.007893689913875892,dataset_snu_cell_08_f,36.479168,dataset_snu_cell_08_f,0.9747973680496216
75,46.731205,21.198744,0.9433973828951517,0.059343104306181435,dataset_snu_cell_05_n,88.20866,dataset_snu_cell_05_n,0.8158191442489624
76,40.509068,19.589596,0.9538197716077169,0.0445432438088589,dataset_snu_cell_05_f,69.62237,dataset_snu_cell_05_f,0.8819664716720581
