Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value,Weights
12,22.410852,7.508088,0.9884166419506073,0.007495979489151404,dataset_snu_cell_02_n,34.78515,dataset_snu_cell_02_n,0.9761339426040649,[1. 0. 0. 0.]
13,29.014084,8.001453,0.9809358716011047,0.014945487591226216,dataset_snu_cell_15_n,44.8147,dataset_snu_cell_15_n,0.9486379623413086,[0. 0. 1. 0.]
14,13.4663315,3.2196589,0.9962332745393118,0.0017651310521746178,dataset_snu_cell_13_f,17.818853,dataset_snu_cell_13_f,0.9933860898017883,[0.43102935 0.09649142 0.04467849 0.42661914]
15,21.915527,7.4836226,0.9882769187291464,0.011028212657597675,dataset_snu_cell_15_n,37.481308,dataset_snu_cell_15_n,0.9640722274780273,[1. 0. 0. 0.]
16,24.331942,7.9348717,0.9874389171600342,0.008281704070983479,dataset_snu_cell_03_n,38.930172,dataset_snu_cell_03_n,0.9726196527481079,[0.3640677  0.12096208 0.06791945 0.46305317]
17,15.066132,3.7123106,0.9953385492165884,0.0022320415371520504,dataset_snu_cell_04_n,21.796087,dataset_snu_cell_04_n,0.9912462830543518,[ 0.62341547 -0.01141165  0.0133658   0.4063993 ]
18,23.091394,5.6241393,0.9892767071723938,0.005100625449314949,dataset_snu_cell_07_n,30.504705,dataset_snu_cell_07_n,0.9825524091720581,[1. 0. 0. 0.]
19,21.073044,7.454882,0.9887960950533549,0.010285965446671597,dataset_snu_cell_15_n,35.708195,dataset_snu_cell_15_n,0.9673910737037659,[0.2337642  0.20706305 0.13799164 0.4144758 ]
20,23.50883,11.443134,0.9858749906222025,0.01202561054722578,dataset_snu_cell_03_n,40.178555,dataset_snu_cell_05_f,0.9690309762954712,[0.4028966  0.05645857 0.12340635 0.42514196]
21,26.393736,12.380472,0.9820907314618429,0.021032197494340647,dataset_snu_cell_07_f,52.484474,dataset_snu_cell_07_f,0.9355210661888123,[0. 0. 0. 1.]
22,25.775274,10.025251,0.9838343958059946,0.013568279049648168,dataset_snu_cell_05_n,42.68691,dataset_snu_cell_05_n,0.9586283564567566,[1. 0. 0. 0.]
23,15.401765,2.7436922,0.9954115152359009,0.001618165381644471,dataset_snu_cell_06_f,18.776747,dataset_snu_cell_02_n,0.9932029247283936,[ 0.48601604  0.2741624  -0.11582947  0.36055684]
24,21.887428,5.355718,0.989416648944219,0.007202161858498302,dataset_snu_cell_07_f,33.7498,dataset_snu_cell_07_f,0.9733376502990723,[1. 0. 0. 0.]
25,17.172903,5.7197843,0.9941832224527994,0.003938106994270099,dataset_snu_cell_02_f,28.870363,dataset_snu_cell_02_f,0.9860581755638123,[1. 0. 0. 0.]
26,24.04328,7.7671432,0.9866874913374583,0.010971741237961255,dataset_snu_cell_05_f,39.957504,dataset_snu_cell_05_f,0.9627315998077393,[1. 0. 0. 0.]
27,13.261262,3.113812,0.9963931540648142,0.0017829679192542785,dataset_snu_cell_11_n,18.271404,dataset_snu_cell_11_n,0.9934989213943481,[0.53944373 0.05855221 0.05311219 0.352213  ]
28,21.558685,5.0106835,0.9897939264774323,0.0056300429913366205,dataset_snu_cell_05_f,30.006174,dataset_snu_cell_05_f,0.9789832830429077,[1. 0. 0. 0.]
29,17.732767,6.112835,0.9929680228233337,0.005008152699578827,dataset_snu_cell_04_n,26.959917,dataset_snu_cell_07_f,0.9854134321212769,[0.44565955 0.07729571 0.0899831  0.39607614]
30,22.975845,10.439217,0.9884068171183268,0.010894418027969515,dataset_snu_cell_03_n,43.580025,dataset_snu_cell_03_n,0.9656883478164673,[1. 0. 0. 0.]
31,24.37793,11.384674,0.9858251412709554,0.011848539301646635,dataset_snu_cell_03_n,44.84398,dataset_snu_cell_03_n,0.9636691808700562,[ 0.41187483  0.20265418 -0.02318942  0.39722124]
32,20.065098,7.003973,0.9901253879070282,0.008969190306800582,dataset_snu_cell_15_n,33.79412,dataset_snu_cell_15_n,0.9707932472229004,[1. 0. 0. 0.]
33,27.312735,8.726741,0.9849735101064047,0.010428084164141219,dataset_snu_cell_03_n,45.330765,dataset_snu_cell_03_n,0.9628762006759644,[0. 0. 0. 1.]
34,17.570112,5.9513903,0.9932568470637003,0.005454396548472837,dataset_snu_cell_06_n,29.831871,dataset_snu_cell_06_n,0.9815594553947449,[ 0.61973387 -0.06453313 -0.10182352  0.5770448 ]
35,16.802471,5.3632684,0.9944077829519907,0.003479953840371689,dataset_snu_cell_02_f,27.902418,dataset_snu_cell_02_f,0.9869773983955383,[ 0.2869577  0.3826779 -0.0153811  0.3704405]
36,17.986916,7.3871713,0.9915444850921631,0.007694055022361879,dataset_snu_cell_05_f,31.925077,dataset_snu_cell_05_f,0.976209282875061,[ 0.36969897 -0.07774079  0.34345222  0.37000993]
37,21.69068,11.07861,0.9886351525783539,0.010726921657278943,dataset_snu_cell_03_n,42.351986,dataset_snu_cell_03_n,0.9675948619842529,[1. 0. 0. 0.]
38,22.87725,10.777355,0.9875891307989756,0.01150202551894839,dataset_snu_cell_03_n,45.236538,dataset_snu_cell_03_n,0.9630303382873535,[0.29194468 0.1968636  0.06161983 0.45121473]
39,15.782847,4.675432,0.9951049387454987,0.0028264821878740166,dataset_snu_cell_03_f,25.213322,dataset_snu_cell_03_f,0.9893665313720703,[ 0.5076786   0.10818273 -0.02941205  0.4154207 ]
40,16.958986,5.5062394,0.9938473701477051,0.0034007962775989874,dataset_snu_cell_04_n,24.035461,dataset_snu_cell_04_n,0.9893551468849182,[ 0.5557044   0.11593533 -0.00790789  0.33880827]
41,19.41596,1.3678886,0.992908110221227,0.0010765657846200053,dataset_snu_cell_02_f,21.516594,dataset_snu_cell_06_n,0.9916539788246155,[0. 0. 0. 1.]
42,26.997946,10.454566,0.9812551240126292,0.014192668783782777,dataset_snu_cell_15_n,39.405815,dataset_snu_cell_15_n,0.9602879881858826,[1. 0. 0. 0.]
43,23.532072,8.888487,0.9869193534056345,0.011815147270964926,dataset_snu_cell_05_f,40.49774,dataset_snu_cell_05_f,0.9617170691490173,[1. 0. 0. 0.]
44,19.444445,6.067061,0.991491029659907,0.0060960183394384235,dataset_snu_cell_05_n,30.499979,dataset_snu_cell_05_n,0.9788790941238403,[1. 0. 0. 0.]
45,21.52207,4.636512,0.98989470799764,0.005417602069096902,dataset_snu_cell_05_n,31.067802,dataset_snu_cell_05_n,0.9780853390693665,[0. 0. 0. 1.]
46,18.158537,4.8967037,0.9931465685367584,0.0035037841047854817,dataset_snu_cell_13_f,25.053385,dataset_snu_cell_13_f,0.9869253039360046,[1. 0. 0. 0.]
47,23.59725,12.360005,0.9842030008633932,0.015133546650402218,dataset_snu_cell_05_f,39.639297,dataset_snu_cell_05_f,0.9633228182792664,[ 0.56443465  0.04449122 -0.03522958  0.42789298]
48,18.50805,5.380146,0.992303192615509,0.005455174086752926,dataset_snu_cell_05_n,29.275307,dataset_snu_cell_05_n,0.9805411696434021,[1. 0. 0. 0.]
49,25.452204,9.568344,0.9855133295059204,0.010392845053396748,dataset_snu_cell_03_n,42.469303,dataset_snu_cell_03_n,0.9674150347709656,[0.41110584 0.12590247 0.06615603 0.39630955]
50,19.984406,8.362922,0.9892188111941019,0.009937444992831902,dataset_snu_cell_15_n,33.627205,dataset_snu_cell_15_n,0.9710810780525208,[ 0.45818877 -0.0651577   0.15464456  0.4466618 ]
51,19.585026,9.261846,0.9909700155258179,0.008640923767443456,dataset_snu_cell_03_n,38.805164,dataset_snu_cell_03_n,0.9727951884269714,[ 0.59508604 -0.06546918  0.07412751  0.40479177]
52,17.188316,5.9655223,0.9938432276248932,0.0043195454867844514,dataset_snu_cell_07_n,27.854353,dataset_snu_cell_07_n,0.9854525327682495,[1. 0. 0. 0.]
53,24.223387,8.96344,0.9855974713961283,0.01331973426489358,dataset_snu_cell_15_n,41.057396,dataset_snu_cell_15_n,0.9568893909454346,[1. 0. 0. 0.]
54,20.55561,6.9250655,0.9903965592384338,0.007250074506470029,dataset_snu_cell_15_n,30.765821,dataset_snu_cell_15_n,0.975793182849884,[1. 0. 0. 0.]
55,13.251389,3.6437087,0.9963480432828268,0.002081824271709532,dataset_snu_cell_07_n,20.803915,dataset_snu_cell_07_n,0.9918849468231201,[ 0.4312816   0.26542664 -0.02381712  0.3233153 ]
56,23.871134,7.234505,0.9886373082796732,0.007244224597944817,dataset_snu_cell_03_n,38.19444,dataset_snu_cell_03_n,0.9736447334289551,[ 0.31451085  0.27616653 -0.06838918  0.4903376 ]
57,24.570496,7.972305,0.9857856829961141,0.011014356630893889,dataset_snu_cell_15_n,37.886707,dataset_snu_cell_15_n,0.963290810585022,[1. 0. 0. 0.]
58,21.961136,8.581725,0.989808718363444,0.008723723923729094,dataset_snu_cell_03_n,40.24872,dataset_snu_cell_03_n,0.9707335233688354,[0.50860405 0.12396847 0.03726602 0.34663853]
59,17.803362,5.7316127,0.9927649597326914,0.0058581070668548675,dataset_snu_cell_07_f,28.823252,dataset_snu_cell_07_f,0.9805534482002258,[0.37246022 0.2560991  0.00986404 0.38002893]
60,26.273691,9.405925,0.9843006829420725,0.010579136196068243,dataset_snu_cell_03_n,44.48256,dataset_snu_cell_03_n,0.9642524719238281,[0.32356906 0.03077052 0.14776474 0.49262798]
61,23.522278,12.399284,0.9865002036094666,0.014434798002539514,dataset_snu_cell_03_n,49.650597,dataset_snu_cell_03_n,0.9554635286331177,[1. 0. 0. 0.]
62,23.094244,5.1765485,0.9880381921927134,0.005941025659297786,dataset_snu_cell_15_n,29.441244,dataset_snu_cell_15_n,0.9778326749801636,[ 0.4365554   0.15784737 -0.06297829  0.4457898 ]
63,18.322948,6.3596387,0.9927187661329905,0.005530198618990849,dataset_snu_cell_02_n,30.98225,dataset_snu_cell_02_n,0.9810670614242554,[0.12017968 0.25804803 0.10541002 0.5099595 ]
64,19.961348,4.6443906,0.9922465483347574,0.003213263411756532,dataset_snu_cell_02_f,27.966793,dataset_snu_cell_02_f,0.9869171977043152,[1. 0. 0. 0.]
65,22.54682,6.06324,0.9888357520103455,0.007678499949445554,dataset_snu_cell_07_f,34.299305,dataset_snu_cell_07_f,0.9724623560905457,[0. 0. 0. 1.]
66,24.82398,8.308643,0.9867068330446879,0.00818793232573531,dataset_snu_cell_05_f,33.94523,dataset_snu_cell_05_f,0.9731031656265259,[0.35034096 0.0080501  0.24548367 0.37006605]
67,24.993551,13.576968,0.9825681646664938,0.01927913375136438,dataset_snu_cell_15_n,46.654163,dataset_snu_cell_15_n,0.9443350434303284,[0.31559226 0.08928036 0.08544598 0.5236175 ]
68,24.47439,4.8766365,0.9880809485912323,0.005714559966063581,dataset_snu_cell_02_n,35.299973,dataset_snu_cell_02_n,0.9754222631454468,[0. 0. 0. 1.]
69,21.162092,6.832117,0.9901433885097504,0.005928183662982474,dataset_snu_cell_04_n,34.779583,dataset_snu_cell_04_n,0.9777113795280457,[ 0.33446747  0.2384932  -0.00413489  0.40707862]
70,21.996078,7.661518,0.9896374642848969,0.007513960999576402,dataset_snu_cell_03_n,38.51064,dataset_snu_cell_03_n,0.9732065796852112,[0. 0. 0. 1.]
71,15.951697,2.356174,0.9950588146845499,0.001550833178147472,dataset_snu_cell_16_f,20.197048,dataset_snu_cell_16_f,0.9919953346252441,[ 0.39575863  0.00661363 -0.02528583  0.6210119 ]
72,22.332079,4.1469746,0.990474800268809,0.0029737470099688215,dataset_snu_cell_03_f,29.071333,dataset_snu_cell_03_f,0.9858633875846863,[0. 0. 0. 1.]
73,24.351862,10.336448,0.9864522417386373,0.011548954760116527,dataset_snu_cell_03_n,45.607254,dataset_snu_cell_03_n,0.9624219536781311,[0.56286347 0.05599758 0.12287817 0.2621713 ]
74,17.743801,3.087077,0.9938267767429352,0.0017644506591994451,dataset_snu_cell_01_n,20.472794,dataset_snu_cell_01_n,0.9920219779014587,[1. 0. 0. 0.]
75,24.350214,5.155971,0.9876959522565206,0.007424244191827097,dataset_snu_cell_05_n,35.473755,dataset_snu_cell_05_n,0.9714288711547852,[0.5360573  0.07490474 0.05120033 0.35267642]
76,18.648565,4.431919,0.9923384388287863,0.004975916296552483,dataset_snu_cell_05_f,27.780077,dataset_snu_cell_05_f,0.9819859862327576,[ 0.36693463 -0.00929597  0.16303535  0.46668506]
77,27.694366,10.0207815,0.9828636944293976,0.012403744123535492,dataset_snu_cell_03_n,43.289383,dataset_snu_cell_05_f,0.9656304717063904,[0. 0. 0. 1.]
78,26.215204,10.178046,0.9841025869051615,0.012106684805023003,dataset_snu_cell_05_n,39.923485,dataset_snu_cell_05_n,0.9638115167617798,[0.50500953 0.11002654 0.02260086 0.39202505]
79,17.217733,5.486596,0.9934206306934357,0.004738522226815711,dataset_snu_cell_05_n,26.094305,dataset_snu_cell_05_n,0.9845401644706726,[ 0.5202544   0.15367447 -0.06402148  0.37980813]
80,18.333784,5.5871406,0.9931954443454742,0.004651231275540626,dataset_snu_cell_10_f,30.624098,dataset_snu_cell_10_f,0.9829733967781067,[0.37688255 0.04400595 0.1204474  0.4892201 ]
81,24.42702,6.40204,0.9863118926684061,0.008379514710633832,dataset_snu_cell_07_f,34.922485,dataset_snu_cell_07_f,0.9714525938034058,[0.3182931  0.16462031 0.06545419 0.45593536]
82,24.56887,6.9744864,0.9855215847492218,0.010080309866107497,dataset_snu_cell_15_n,36.041046,dataset_snu_cell_15_n,0.9667803049087524,[1. 0. 0. 0.]
83,21.539062,2.0087247,0.9915408790111542,0.001519697166503893,dataset_snu_cell_02_f,23.860373,dataset_snu_cell_08_f,0.9903184771537781,[0. 0. 0. 1.]
84,26.529642,9.507029,0.9837899704774221,0.014243510457716255,dataset_snu_cell_05_n,45.11382,dataset_snu_cell_05_n,0.9537903666496277,[0. 1. 0. 0.]
85,19.518877,8.751516,0.9899722635746002,0.009223271976204964,dataset_snu_cell_05_n,34.382595,dataset_snu_cell_05_n,0.9731594920158386,[1. 0. 0. 0.]
86,21.596392,9.33182,0.9885424971580505,0.010531198997264018,dataset_snu_cell_05_n,36.958767,dataset_snu_cell_05_n,0.9689866900444031,[ 0.5274351  -0.0783153   0.09771261  0.47779563]
87,17.267527,4.1253786,0.9936795930067698,0.0034667413430627013,dataset_snu_cell_07_f,23.78122,dataset_snu_cell_07_f,0.9867619276046753,[0.27605632 0.19810268 0.11394539 0.4164462 ]
88,23.717018,11.334217,0.9844959874947866,0.01902169552778839,dataset_snu_cell_15_n,47.41487,dataset_snu_cell_15_n,0.9425050020217896,[ 0.5476979  -0.00791766 -0.01325024  0.49166977]
89,22.496391,5.6866317,0.9882492025693258,0.007651370471687787,dataset_snu_cell_15_n,32.914932,dataset_snu_cell_15_n,0.9722931385040283,[ 0.3879309  -0.02308557  0.17868161  0.4435485 ]
90,19.968983,4.9651666,0.9912993311882019,0.004389213350214236,dataset_snu_cell_07_n,26.606062,dataset_snu_cell_07_f,0.984406054019928,[ 0.3303531  -0.07930788  0.32364097  0.40462753]
91,15.347356,3.0808644,0.995388001203537,0.0018962934010031704,dataset_snu_cell_06_n,18.844349,dataset_snu_cell_06_n,0.9926417469978333,[0.33867848 0.11520168 0.08950658 0.46565303]
92,21.057684,7.9042425,0.9897414147853851,0.007195701829750385,dataset_snu_cell_04_n,32.96477,dataset_snu_cell_05_n,0.9798398017883301,[1. 0. 0. 0.]
93,29.453508,17.223537,0.9734844664732615,0.035262655899788144,dataset_snu_cell_15_n,63.619053,dataset_snu_cell_15_n,0.8964916467666626,[1. 0. 0. 0.]
94,19.12543,9.9300375,0.9898684223492941,0.011495188361927434,dataset_snu_cell_05_n,38.660137,dataset_snu_cell_05_n,0.9660655856132507,[0.33058494 0.03837086 0.07425861 0.5465057 ]
95,22.792532,7.5091715,0.9871196448802948,0.010301266235969745,dataset_snu_cell_15_n,35.577072,dataset_snu_cell_15_n,0.9676300883293152,[1. 0. 0. 0.]
96,21.112642,8.750093,0.9884160757064819,0.010118906569334478,dataset_snu_cell_05_n,36.659725,dataset_snu_cell_05_n,0.9694865345954895,[ 0.481792    0.14427945 -0.03364617  0.40131778]
97,24.322351,11.876873,0.9851099451382955,0.013762394412232946,dataset_snu_cell_05_n,41.743042,dataset_snu_cell_05_n,0.9604377150535583,[0.256433   0.13656993 0.16129003 0.4735128 ]
98,18.56938,8.883349,0.9911489288012186,0.009808872763304468,dataset_snu_cell_05_f,35.724304,dataset_snu_cell_05_f,0.9702099561691284,[0.34762076 0.03596707 0.23239852 0.38174057]
99,19.80438,6.3146133,0.9905751049518585,0.006142499909361313,dataset_snu_cell_05_n,29.942875,dataset_snu_cell_05_n,0.9796436429023743,[1. 0. 0. 0.]
