Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value
0,28.18991,7.3275,0.9846473137537638,0.007913179992958704,dataset_snu_cell_08_f,40.73997,dataset_snu_cell_08_f,0.9697182178497314
1,26.918335,16.169575,0.9808395802974701,0.025258055735625572,dataset_snu_cell_02_n,61.680046,dataset_snu_cell_02_n,0.9249618649482727
2,38.151657,15.808911,0.9631489316622416,0.033541638943318554,dataset_snu_cell_05_f,67.925995,dataset_snu_cell_05_f,0.892300009727478
3,34.149555,13.4347,0.9714079101880392,0.026798508007488307,dataset_snu_cell_05_f,60.329327,dataset_snu_cell_05_f,0.9150426983833313
4,40.59406,29.108168,0.940137525399526,0.09573972771668614,dataset_snu_cell_15_n,103.27625,dataset_snu_cell_15_n,0.7272266149520874
5,22.807928,9.942425,0.988752027352651,0.007381563719398574,dataset_snu_cell_08_f,34.378952,dataset_snu_cell_08_f,0.9784361720085144
6,31.686193,7.7853966,0.9799387156963348,0.011094219910956512,dataset_snu_cell_06_n,43.917923,dataset_snu_cell_06_n,0.9600334763526917
7,33.486603,11.473614,0.9736282328764597,0.022949034669350925,dataset_snu_cell_07_f,57.139263,dataset_snu_cell_07_f,0.9235767722129822
8,43.351654,27.99546,0.9366511007150015,0.0967839816765307,dataset_snu_cell_15_n,104.4792,dataset_snu_cell_15_n,0.7208351492881775
9,32.862167,20.207838,0.9663986066977183,0.03720271125983131,dataset_snu_cell_05_f,64.296684,dataset_snu_cell_05_f,0.9035013914108276
10,45.094128,23.403593,0.9441849490006765,0.06727006220324544,dataset_snu_cell_05_n,94.93424,dataset_snu_cell_05_n,0.795374870300293
11,44.157207,20.558468,0.9534705281257629,0.049137009281670925,dataset_snu_cell_02_n,88.75585,dataset_snu_cell_02_n,0.8446229696273804
12,38.780766,29.18511,0.9433969060579935,0.09458415763435113,dataset_snu_cell_15_n,102.27493,dataset_snu_cell_15_n,0.7324903607368469
13,37.191677,20.165678,0.960001011689504,0.04188085644226129,dataset_snu_cell_05_f,68.95851,dataset_snu_cell_05_f,0.8890008926391602
14,33.903057,31.122345,0.9485383331775665,0.09507741712545918,dataset_snu_cell_15_n,101.52921,dataset_snu_cell_15_n,0.7363771200180054
15,28.457952,11.74092,0.9797966380914053,0.01626157342570085,dataset_snu_cell_07_f,46.905434,dataset_snu_cell_07_f,0.9485005736351013
16,37.284737,6.4875026,0.9734016060829163,0.00924880623867219,dataset_snu_cell_10_f,45.381283,dataset_snu_cell_10_f,0.962610125541687
17,27.800484,5.637353,0.9848632117112478,0.007465988492266595,dataset_snu_cell_12_f,37.899918,dataset_snu_cell_12_f,0.9700790643692017
18,28.240915,14.556813,0.9787812431653341,0.019833872795031123,dataset_snu_cell_02_n,50.263096,dataset_snu_cell_02_n,0.9501699805259705
19,23.275574,9.428806,0.9886430005232493,0.008378729315172603,dataset_snu_cell_08_f,37.893734,dataset_snu_cell_08_f,0.9738016128540039
20,29.49256,21.814224,0.9707866211732229,0.047216363142572014,dataset_snu_cell_05_n,76.939384,dataset_snu_cell_05_n,0.8655964732170105
21,50.838917,31.291777,0.9139801462491354,0.09482130874239846,dataset_snu_cell_15_n,103.715225,dataset_snu_cell_15_n,0.724902868270874
22,44.19463,21.054884,0.9497235914071401,0.05381667505593406,dataset_snu_cell_05_n,85.394455,dataset_snu_cell_05_n,0.8344334363937378
23,31.607225,7.6443715,0.9801786641279856,0.008701147424222766,dataset_snu_cell_10_f,44.073,dataset_snu_cell_10_f,0.9647347927093506
24,35.918556,9.1234865,0.9710123836994171,0.016033959405411177,dataset_snu_cell_07_f,50.96267,dataset_snu_cell_07_f,0.939206063747406
25,27.958742,10.112501,0.983856866757075,0.010741970364953116,dataset_snu_cell_10_f,42.05496,dataset_snu_cell_10_f,0.9678903818130493
26,47.498104,25.865911,0.9369329313437144,0.06960741541028533,dataset_snu_cell_05_n,95.862595,dataset_snu_cell_05_n,0.7913532853126526
27,36.960876,30.25176,0.9445326526959738,0.09579396969412744,dataset_snu_cell_15_n,102.550865,dataset_snu_cell_15_n,0.7310450077056885
