Iteration,Average RMSE,RMSE Std Dev,Average R2,R2 Std Dev,Max RMSE Data Name,Max RMSE Value,Min R2 Data Name,Min R2 Value,Weights
30,26.17438,11.545181,0.9845362901687622,0.015168010786890828,dataset_snu_cell_03_n,50.982525,dataset_snu_cell_03_n,0.9512646198272705,[0. 0. 0. 1.]
31,26.51001,11.479556,0.983002503712972,0.014038891783477952,dataset_snu_cell_03_n,47.9242,dataset_snu_cell_03_n,0.956936240196228,[ 0.5152052   0.14035006 -0.00787127  0.34852725]
32,24.703537,14.88458,0.9797191321849823,0.029978193489382788,dataset_snu_cell_15_n,57.05208,dataset_snu_cell_15_n,0.9129887223243713,[0.3279672  0.1065384  0.07268649 0.481772  ]
33,30.048967,11.078217,0.9805087447166443,0.014850180807223251,dataset_snu_cell_03_n,51.896133,dataset_snu_cell_03_n,0.9495022296905518,[0. 1. 0. 0.]
34,19.539822,6.8072124,0.9913109044233958,0.007243825682954758,dataset_snu_cell_06_n,33.662544,dataset_snu_cell_06_n,0.9755657911300659,[ 0.4820853   0.25841177 -0.0175372   0.30978784]
35,18.568478,5.4239902,0.9929828345775604,0.0036993950950066036,dataset_snu_cell_02_f,28.628298,dataset_snu_cell_02_f,0.9857922196388245,[ 0.36134815  0.26028308 -0.02443978  0.43428996]
36,26.638712,11.434823,0.980336050192515,0.017856772884907002,dataset_snu_cell_05_f,45.777878,dataset_snu_cell_05_f,0.9489707350730896,[0. 0. 0. 1.]
37,23.656477,13.737443,0.9836006363232931,0.019994859326443928,dataset_snu_cell_05_f,48.95255,dataset_snu_cell_05_f,0.9416476488113403,[0.36188188 0.03177726 0.18101138 0.4623626 ]
38,24.368805,12.385882,0.9850203295548757,0.01468954766817972,dataset_snu_cell_03_n,49.809456,dataset_snu_cell_03_n,0.9534814953804016,[0.39797077 0.23652337 0.00291152 0.36277747]
39,17.406153,4.773382,0.993848075469335,0.002977414922711888,dataset_snu_cell_03_f,25.263842,dataset_snu_cell_03_f,0.9889354705810547,[0.3427737  0.06743208 0.23911382 0.36468926]
40,19.482113,8.316004,0.9906587104002634,0.007657567936610643,dataset_snu_cell_04_n,31.05431,dataset_snu_cell_07_f,0.9787253737449646,[ 0.38056073 -0.02783304  0.2230214   0.43742844]
41,20.216242,2.899323,0.9918864468733469,0.002442544234964619,dataset_snu_cell_06_n,24.07189,dataset_snu_cell_06_n,0.987505316734314,[0. 0. 0. 1.]
42,30.80544,18.572102,0.9679153561592102,0.04315400444175191,dataset_snu_cell_15_n,68.69366,dataset_snu_cell_15_n,0.8738561868667603,[0.34550318 0.14328483 0.0274737  0.502213  ]
43,23.778801,7.146943,0.9869185189406077,0.009324147995078037,dataset_snu_cell_05_f,36.338142,dataset_snu_cell_05_f,0.9678460955619812,[0. 1. 0. 0.]
44,22.978098,7.3220935,0.9874435464541117,0.009174071488991357,dataset_snu_cell_05_n,36.548897,dataset_snu_cell_05_n,0.9683793783187866,[0. 0. 1. 0.]
45,23.7286,11.29686,0.9845076700051626,0.016656327715009592,dataset_snu_cell_05_n,46.6185,dataset_snu_cell_05_n,0.9485555291175842,[ 0.30339915  0.29755893 -0.00856412  0.4177978 ]
46,17.93399,4.5719147,0.9930776953697205,0.0030328122364322624,dataset_snu_cell_06_n,22.70821,dataset_snu_cell_06_n,0.9888808727264404,[0.2722964  0.00127224 0.33923268 0.3907322 ]
47,26.723932,17.517292,0.9748278558254242,0.03529065014930211,dataset_snu_cell_15_n,61.650898,dataset_snu_cell_15_n,0.898395836353302,[0.22212712 0.12680563 0.18513    0.46618155]
48,20.72578,6.733626,0.9898009399573008,0.0073430947506649994,dataset_snu_cell_05_n,32.50257,dataset_snu_cell_05_n,0.9749932289123535,[ 0.33548594 -0.03092788  0.20910041  0.45829704]
49,26.386484,11.112274,0.9832026660442352,0.012828555210317125,dataset_snu_cell_03_n,44.363647,dataset_snu_cell_03_n,0.9630974531173706,[0.4362962  0.05147783 0.19805242 0.32712474]
50,27.488096,19.542717,0.971420149008433,0.04057912859057972,dataset_snu_cell_15_n,65.94548,dataset_snu_cell_15_n,0.883747398853302,[0.37015533 0.05901739 0.10306877 0.47029692]
51,21.557083,11.456314,0.988213857014974,0.012841951513213889,dataset_snu_cell_03_n,45.967644,dataset_snu_cell_03_n,0.9603807330131531,[0.44588393 0.16272388 0.00561562 0.39205045]
52,21.539408,5.787833,0.990485688050588,0.004930623621464251,dataset_snu_cell_07_n,29.1886,dataset_snu_cell_07_n,0.9834091067314148,[0. 0. 0. 1.]
53,27.590422,15.505425,0.9761741360028585,0.03269632451788858,dataset_snu_cell_15_n,60.084538,dataset_snu_cell_15_n,0.9034931659698486,[1. 0. 0. 0.]
54,26.249643,14.826641,0.9789325098196665,0.02829813499690581,dataset_snu_cell_15_n,55.859818,dataset_snu_cell_15_n,0.9165874123573303,[1. 0. 0. 0.]
55,17.942404,5.6007214,0.9927356839179993,0.004361830900838195,dataset_snu_cell_06_n,25.92454,dataset_snu_cell_06_n,0.9855080842971802,[0.29109436 0.1308362  0.19154307 0.39545727]
56,26.215593,9.442935,0.9853061238924662,0.00989772137234646,dataset_snu_cell_03_n,42.260338,dataset_snu_cell_03_n,0.9665136337280273,[0.5098359  0.12262872 0.04486923 0.34199607]
57,30.864584,15.465069,0.9726167023181915,0.03114352363286877,dataset_snu_cell_15_n,59.222668,dataset_snu_cell_15_n,0.9062419533729553,[1. 0. 0. 0.]
58,24.410292,10.192359,0.9867945412794749,0.01241359634924746,dataset_snu_cell_03_n,46.64934,dataset_snu_cell_03_n,0.959196925163269,[0.42748162 0.0666225  0.18492176 0.32510865]
59,17.844383,8.517485,0.9913045565287272,0.009882902028908897,dataset_snu_cell_07_f,35.147655,dataset_snu_cell_07_f,0.9698325395584106,[0.2971502  0.11859767 0.2739079  0.33774835]
60,31.447607,10.46288,0.976266105969747,0.014404249533993054,dataset_snu_cell_03_n,46.895245,dataset_snu_cell_03_n,0.9587656259536743,[0. 0. 0. 1.]
61,29.030241,12.373226,0.9799489577611288,0.016823610632124987,dataset_snu_cell_03_n,53.692562,dataset_snu_cell_03_n,0.945945680141449,[0.2091925  0.15758553 0.18302062 0.43855274]
62,26.673576,14.490535,0.977517286936442,0.025901714967896918,dataset_snu_cell_15_n,53.158947,dataset_snu_cell_15_n,0.9244585037231445,[0.44417283 0.06937485 0.02100845 0.46333578]
63,18.018282,7.8087354,0.9922269980112711,0.00689086507065776,dataset_snu_cell_02_n,32.32163,dataset_snu_cell_02_n,0.9785786867141724,[0.44138458 0.13996848 0.01611851 0.39915913]
64,20.40672,3.7965539,0.9915932218233744,0.003014634429554246,dataset_snu_cell_08_n,25.517776,dataset_snu_cell_08_n,0.9866480231285095,[0. 0. 0. 1.]
65,23.021322,6.008475,0.987989217042923,0.007595525502423445,dataset_snu_cell_07_f,33.68688,dataset_snu_cell_07_f,0.9722880125045776,[0. 0. 0. 1.]
66,23.013664,6.158001,0.9881555537382761,0.008599768664474998,dataset_snu_cell_05_f,35.43606,dataset_snu_cell_05_f,0.9694226980209351,[0. 0. 0. 1.]
67,28.46681,14.114341,0.9779453178246816,0.021656313585725194,dataset_snu_cell_03_n,47.72911,dataset_snu_cell_15_n,0.9395763874053955,[1. 0. 0. 0.]
68,24.946053,3.1984265,0.9873830278714498,0.0036902387061550595,dataset_snu_cell_08_n,29.23305,dataset_snu_cell_08_n,0.982477068901062,[0. 0. 0. 1.]
69,29.167519,5.838743,0.9812368055184683,0.0061130911112944756,dataset_snu_cell_04_n,38.069668,dataset_snu_cell_04_n,0.9722738265991211,[0.52152103 0.02780868 0.06626739 0.36146858]
70,22.251396,9.675918,0.9881432851155599,0.009789771438547997,dataset_snu_cell_03_n,38.00316,dataset_snu_cell_03_n,0.9729204773902893,[0.43019107 0.06053844 0.04800811 0.49732205]
71,17.677328,6.070427,0.9929999808470408,0.005655669174821878,dataset_snu_cell_16_f,30.864594,dataset_snu_cell_16_f,0.9805682301521301,[ 0.5462302  -0.02131996  0.09073021  0.36251158]
72,24.012632,4.275309,0.9885169068972269,0.0036406484467539483,dataset_snu_cell_11_n,28.408348,dataset_snu_cell_11_n,0.9836660027503967,[0. 0. 0. 1.]
73,26.355112,10.789402,0.9833031296730042,0.01293948088526536,dataset_snu_cell_03_n,47.01831,dataset_snu_cell_03_n,0.958548903465271,[0.40001574 0.24058333 0.14224079 0.21328293]
74,15.746162,4.5863476,0.9946464498837789,0.0032308221612460117,dataset_snu_cell_16_f,24.015818,dataset_snu_cell_16_f,0.9882351756095886,[0.43669465 0.06828409 0.10568406 0.3889218 ]
75,30.139,6.5023847,0.980438898007075,0.010745704158580806,dataset_snu_cell_05_n,41.106316,dataset_snu_cell_05_n,0.9600019454956055,[0.3867701  0.09693026 0.23964134 0.28190795]
76,27.407328,11.330578,0.9800268113613129,0.01843354022927336,dataset_snu_cell_05_f,45.883167,dataset_snu_cell_05_f,0.9487357139587402,[0. 0. 0. 1.]
77,31.17515,13.052025,0.9776305456956228,0.016713467764602936,dataset_snu_cell_03_n,53.994442,dataset_snu_cell_03_n,0.9453361630439758,[ 0.48498994 -0.08913123  0.19104148  0.40590146]
78,27.705742,11.215999,0.9814184904098511,0.015042374407548131,dataset_snu_cell_03_n,45.188435,dataset_snu_cell_05_n,0.9586825370788574,[1. 0. 0. 0.]
79,20.984497,7.179588,0.9897620379924774,0.007288565553904986,dataset_snu_cell_05_n,31.43126,dataset_snu_cell_05_n,0.9766145348548889,[ 0.32269365  0.32970166 -0.02366844  0.34998724]
80,16.315262,6.2376566,0.9941266675790151,0.004395095043475745,dataset_snu_cell_10_f,27.347254,dataset_snu_cell_10_f,0.9859070181846619,[ 0.5644488 -0.0372527  0.0765319  0.4236412]
81,32.90778,7.123725,0.9749017457167307,0.012760442249836202,dataset_snu_cell_05_n,45.006287,dataset_snu_cell_05_n,0.9520522356033325,[1. 0. 0. 0.]
82,28.52939,8.053593,0.980005939801534,0.015808438063625873,dataset_snu_cell_15_n,45.361027,dataset_snu_cell_15_n,0.9449954628944397,[0.3506948  0.02746564 0.14526074 0.43865094]
83,21.045982,2.6894715,0.9914998114109039,0.0023613983377524313,dataset_snu_cell_04_n,25.36231,dataset_snu_cell_04_n,0.9876942038536072,[0. 0. 0. 1.]
84,25.753052,8.817147,0.9842743575572968,0.014060364679245685,dataset_snu_cell_05_n,44.31076,dataset_snu_cell_05_n,0.9535227417945862,[1. 0. 0. 0.]
85,26.733658,11.3271055,0.9810138841470083,0.016702050826143833,dataset_snu_cell_05_n,47.15208,dataset_snu_cell_05_n,0.9473711252212524,[ 0.2620573   0.25756592 -0.00453946  0.45477465]
86,28.815542,15.694364,0.9762756725152334,0.027671827330839078,dataset_snu_cell_05_n,59.025757,dataset_snu_cell_05_n,0.9175282716751099,[0.1847386  0.23061901 0.07092528 0.5328263 ]
87,18.467493,6.585722,0.9918711086114248,0.006122424964579716,dataset_snu_cell_07_f,28.918104,dataset_snu_cell_07_f,0.9795786142349243,[0.42040232 0.16721119 0.18176278 0.23097211]
88,28.966034,20.941275,0.9686252872149149,0.050649989281292045,dataset_snu_cell_15_n,73.3794,dataset_snu_cell_15_n,0.8560601472854614,[0.37229913 0.11580211 0.07802136 0.45616475]
89,26.171827,14.20872,0.9783336818218231,0.026708012193675152,dataset_snu_cell_15_n,54.26111,dataset_snu_cell_15_n,0.9212936162948608,[ 0.49098957  0.18984026 -0.10964312  0.41642976]
90,22.665838,5.8154707,0.9883492986361185,0.005391313630363745,dataset_snu_cell_11_n,28.952606,dataset_snu_cell_07_f,0.9824047088623047,[0.5007167  0.05773969 0.10199699 0.33567312]
91,17.663345,4.661362,0.9934581418832144,0.003986579907008692,dataset_snu_cell_16_f,27.226105,dataset_snu_cell_16_f,0.9848796129226685,[0.35039628 0.2517163  0.04725684 0.33216345]
92,25.042166,10.867784,0.9834720393021902,0.017524828586286515,dataset_snu_cell_05_n,48.347954,dataset_snu_cell_05_n,0.9446677565574646,[0.38402003 0.23984185 0.10898914 0.30619833]
93,29.695368,16.770914,0.9750791589419047,0.024512951114005355,dataset_snu_cell_03_n,58.791115,dataset_snu_cell_03_n,0.9351924657821655,[ 0.44055387 -0.04802549  0.16779944  0.40025288]
94,22.149317,8.681061,0.9873569309711456,0.01063710670118034,dataset_snu_cell_05_n,34.471794,dataset_snu_cell_05_n,0.9718712568283081,[0.36174008 0.13149062 0.04821997 0.4357467 ]
95,25.361036,16.728205,0.9769148131211599,0.034167731379071885,dataset_snu_cell_15_n,60.58611,dataset_snu_cell_15_n,0.9018751978874207,[0.3640912  0.03588093 0.07853054 0.5121674 ]
96,32.21529,19.310232,0.9663470486799876,0.035488006890171,dataset_snu_cell_05_f,61.68343,dataset_snu_cell_05_f,0.9073500633239746,[0.44318727 0.09753831 0.14101516 0.29356954]
97,28.923742,16.212084,0.9766492346922556,0.022810530547435544,dataset_snu_cell_05_n,52.450203,dataset_snu_cell_05_n,0.9348796606063843,[0.26827157 0.25359008 0.07579704 0.4173358 ]
98,19.989859,10.173993,0.9891639153162638,0.01177639486258962,dataset_snu_cell_05_f,37.872795,dataset_snu_cell_05_f,0.9650728702545166,[0.31430024 0.23813096 0.09090797 0.35674256]
99,24.74536,12.241515,0.9824161430199941,0.018987804127886032,dataset_snu_cell_05_n,49.660004,dataset_snu_cell_05_n,0.9416238069534302,[1. 0. 0. 0.]
